 format: day,hour,forecast,value  location:52_110 Start : 20160301 
6,2000,31,45
6,2000,34,40
6,2000,37,45
6,2000,40,55
6,2000,43,60
6,2000,46,60
6,2000,49,55
6,2000,52,50
6,2000,55,40
6,2000,58,40
6,2000,61,40
6,2000,64,50
6,2000,67,55
6,2300,4,50
6,2300,7,50
6,2300,10,50
6,2300,13,65
6,2300,16,75
6,2300,19,75
6,2300,22,70
6,2300,25,60
6,2300,28,45
6,2300,31,40
6,2300,34,45
6,2300,37,55
6,2300,40,60
6,2300,43,60
6,2300,46,55
6,2300,49,50
6,2300,52,40
6,2300,55,40
6,2300,58,40
6,2300,61,50
6,2300,64,55
7,200,4,50
7,200,7,50
7,200,10,65
7,200,13,75
7,200,16,75
7,200,19,70
7,200,22,60
7,200,25,45
7,200,28,40
7,200,31,45
7,200,34,55
7,200,37,60
7,200,40,60
7,200,43,60
7,200,46,55
7,200,49,45
7,200,52,40
7,200,55,40
7,200,58,50
7,200,61,55
7,500,4,60
7,500,7,70
7,500,10,75
7,500,13,75
7,500,16,70
7,500,19,60
7,500,22,45
7,500,25,40
7,500,28,45
7,500,31,55
7,500,34,60
7,500,37,60
7,500,40,60
7,500,43,55
7,500,46,45
7,500,49,40
7,500,52,40
7,500,55,50
7,500,58,55
7,800,4,70
7,800,7,75
7,800,10,75
7,800,13,70
7,800,16,60
7,800,19,45
7,800,22,40
7,800,25,45
7,800,28,55
7,800,31,60
7,800,34,60
7,800,37,60
7,800,40,55
7,800,43,45
7,800,46,40
7,800,49,40
7,800,52,50
7,800,55,55
7,1100,4,80
7,1100,7,80
7,1100,10,75
7,1100,13,60
7,1100,16,45
7,1100,19,40
7,1100,22,45
7,1100,25,55
7,1100,28,60
7,1100,31,60
7,1100,34,60
7,1100,37,55
7,1100,40,45
7,1100,43,40
7,1100,46,40
7,1100,49,50
7,1100,52,55
7,1400,4,80
7,1400,7,75
7,1400,10,60
7,1400,13,45
7,1400,16,40
7,1400,19,45
7,1400,22,55
7,1400,25,60
7,1400,28,60
7,1400,31,60
7,1400,34,55
7,1400,37,45
7,1400,40,40
7,1400,43,40
7,1400,46,50
7,1400,49,55
7,1700,4,75
7,1700,7,60
7,1700,10,45
7,1700,13,40
7,1700,16,45
7,1700,19,55
7,1700,22,60
7,1700,25,60
7,1700,28,60
7,1700,31,55
7,1700,34,45
7,1700,37,40
7,1700,40,40
7,1700,43,50
7,1700,46,55
7,2000,4,70
7,2000,7,55
7,2000,10,50
7,2000,13,40
7,2000,16,50
7,2000,19,55
7,2000,22,55
7,2000,25,55
7,2000,28,55
7,2000,31,40
7,2000,34,35
7,2000,37,40
7,2000,40,50
7,2000,43,55
7,2000,46,55
7,2000,49,50
7,2000,52,45
7,2000,55,40
7,2000,58,40
7,2000,61,40
7,2000,64,50
7,2000,67,55
7,2300,4,55
7,2300,7,50
7,2300,10,40
7,2300,13,50
7,2300,16,55
7,2300,19,55
7,2300,22,55
7,2300,25,55
7,2300,28,40
7,2300,31,35
7,2300,34,40
7,2300,37,50
7,2300,40,55
7,2300,43,55
7,2300,46,50
7,2300,49,45
7,2300,52,40
7,2300,55,40
7,2300,58,40
7,2300,61,50
7,2300,64,55
8,200,4,50
8,200,7,40
8,200,10,50
8,200,13,55
8,200,16,55
8,200,19,55
8,200,22,55
8,200,25,40
8,200,28,35
8,200,31,40
8,200,34,50
8,200,37,55
8,200,40,55
8,200,43,50
8,200,46,45
8,200,49,40
8,200,52,40
8,200,55,40
8,200,58,50
8,200,61,55
8,500,4,40
8,500,7,50
8,500,10,55
8,500,13,55
8,500,16,55
8,500,19,55
8,500,22,40
8,500,25,35
8,500,28,40
8,500,31,50
8,500,34,55
8,500,37,55
8,500,40,50
8,500,43,45
8,500,46,40
8,500,49,40
8,500,52,40
8,500,55,50
8,500,58,55
8,800,4,50
8,800,7,55
8,800,10,55
8,800,13,55
8,800,16,55
8,800,19,40
8,800,22,35
8,800,25,40
8,800,28,50
8,800,31,55
8,800,34,55
8,800,37,50
8,800,40,45
8,800,43,40
8,800,46,40
8,800,49,40
8,800,52,50
8,800,55,55
8,1100,4,55
8,1100,7,55
8,1100,10,55
8,1100,13,55
8,1100,16,40
8,1100,19,35
8,1100,22,40
8,1100,25,50
8,1100,28,55
8,1100,31,55
8,1100,34,50
8,1100,37,45
8,1100,40,40
8,1100,43,40
8,1100,46,40
8,1100,49,50
8,1100,52,55
8,1400,4,65
8,1400,7,65
8,1400,10,55
8,1400,13,40
8,1400,16,35
8,1400,19,40
8,1400,22,50
8,1400,25,55
8,1400,28,55
8,1400,31,50
8,1400,34,45
8,1400,37,40
8,1400,40,40
8,1400,43,40
8,1400,46,50
8,1400,49,55
8,1700,4,65
8,1700,7,55
8,1700,10,40
8,1700,13,35
8,1700,16,40
8,1700,19,50
8,1700,22,55
8,1700,25,55
8,1700,28,50
8,1700,31,45
8,1700,34,40
8,1700,37,40
8,1700,40,40
8,1700,43,50
8,1700,46,55
8,2000,4,50
8,2000,7,40
8,2000,10,35
8,2000,13,40
8,2000,16,50
8,2000,19,55
8,2000,22,55
8,2000,25,50
8,2000,28,40
8,2000,31,35
8,2000,34,35
8,2000,37,45
8,2000,40,55
8,2000,43,60
8,2000,46,60
8,2000,49,55
8,2000,52,40
8,2000,55,30
8,2000,58,35
8,2000,61,45
8,2000,64,65
8,2000,67,75
8,2300,4,40
8,2300,7,35
8,2300,10,40
8,2300,13,50
8,2300,16,55
8,2300,19,55
8,2300,22,50
8,2300,25,40
8,2300,28,35
8,2300,31,35
8,2300,34,45
8,2300,37,55
8,2300,40,60
8,2300,43,60
8,2300,46,55
8,2300,49,40
8,2300,52,30
8,2300,55,35
8,2300,58,45
8,2300,61,65
8,2300,64,75
9,200,4,35
9,200,7,40
9,200,10,50
9,200,13,55
9,200,16,55
9,200,19,50
9,200,22,40
9,200,25,35
9,200,28,35
9,200,31,45
9,200,34,55
9,200,37,60
9,200,40,60
9,200,43,55
9,200,46,40
9,200,49,30
9,200,52,35
9,200,55,45
9,200,58,65
9,200,61,75
9,500,4,40
9,500,7,50
9,500,10,55
9,500,13,55
9,500,16,50
9,500,19,40
9,500,22,35
9,500,25,35
9,500,28,45
9,500,31,55
9,500,34,60
9,500,37,60
9,500,40,55
9,500,43,40
9,500,46,30
9,500,49,35
9,500,52,45
9,500,55,65
9,500,58,75
9,800,4,50
9,800,7,55
9,800,10,55
9,800,13,50
9,800,16,40
9,800,19,35
9,800,22,35
9,800,25,45
9,800,28,55
9,800,31,60
9,800,34,60
9,800,37,55
9,800,40,40
9,800,43,30
9,800,46,35
9,800,49,35
9,800,52,55
9,800,55,70
9,1100,4,55
9,1100,7,55
9,1100,10,50
9,1100,13,40
9,1100,16,35
9,1100,19,35
9,1100,22,45
9,1100,25,55
9,1100,28,60
9,1100,31,60
9,1100,34,55
9,1100,37,40
9,1100,40,30
9,1100,43,35
9,1100,46,35
9,1100,49,55
9,1100,52,70
9,1400,4,55
9,1400,7,50
9,1400,10,40
9,1400,13,35
9,1400,16,35
9,1400,19,45
9,1400,22,55
9,1400,25,60
9,1400,28,60
9,1400,31,55
9,1400,34,40
9,1400,37,30
9,1400,40,35
9,1400,43,35
9,1400,46,55
9,1400,49,70
9,1700,4,50
9,1700,7,40
9,1700,10,35
9,1700,13,35
9,1700,16,45
9,1700,19,55
9,1700,22,60
9,1700,25,60
9,1700,28,55
9,1700,31,40
9,1700,34,30
9,1700,37,35
9,1700,40,35
9,1700,43,55
9,1700,46,70
9,2000,4,45
9,2000,7,30
9,2000,10,35
9,2000,13,35
9,2000,16,60
9,2000,19,60
9,2000,22,60
9,2000,25,60
9,2000,28,45
9,2000,31,30
9,2000,34,30
9,2000,37,35
9,2000,40,65
9,2000,43,70
9,2000,46,70
9,2000,49,75
9,2000,52,60
9,2000,55,45
9,2000,58,40
9,2000,61,50
9,2000,64,70
9,2000,67,70
9,2300,4,30
9,2300,7,35
9,2300,10,35
9,2300,13,60
9,2300,16,60
9,2300,19,60
9,2300,22,60
9,2300,25,45
9,2300,28,30
9,2300,31,30
9,2300,34,35
9,2300,37,65
9,2300,40,70
9,2300,43,70
9,2300,46,75
9,2300,49,60
9,2300,52,45
9,2300,55,40
9,2300,58,50
9,2300,61,70
9,2300,64,70
10,200,4,35
10,200,7,35
10,200,10,60
10,200,13,60
10,200,16,60
10,200,19,60
10,200,22,45
10,200,25,30
10,200,28,30
10,200,31,35
10,200,34,65
10,200,37,70
10,200,40,70
10,200,43,75
10,200,46,60
10,200,49,45
10,200,52,40
10,200,55,50
10,200,58,70
10,200,61,70
10,500,4,35
10,500,7,60
10,500,10,60
10,500,13,60
10,500,16,60
10,500,19,45
10,500,22,30
10,500,25,30
10,500,28,35
10,500,31,65
10,500,34,70
10,500,37,70
10,500,40,75
10,500,43,60
10,500,46,45
10,500,49,40
10,500,52,50
10,500,55,70
10,500,58,70
10,800,4,60
10,800,7,60
10,800,10,60
10,800,13,60
10,800,16,45
10,800,19,30
10,800,22,30
10,800,25,35
10,800,28,65
10,800,31,70
10,800,34,70
10,800,37,75
10,800,40,60
10,800,43,45
10,800,46,40
10,800,49,50
10,800,52,70
10,800,55,70
10,1100,4,60
10,1100,7,60
10,1100,10,60
10,1100,13,45
10,1100,16,30
10,1100,19,30
10,1100,22,35
10,1100,25,65
10,1100,28,70
10,1100,31,70
10,1100,34,75
10,1100,37,60
